Gene stable ID	HGNC symbol	GO term name	miRBase accession	Karyotype band	GO term accession
ENSG00000171791	BCL2	regulation of mitochondrial membrane potential		q21.33	GO:0051881
ENSG00000171791	BCL2	regulation of calcium ion transport		q21.33	GO:0051924
ENSG00000171791	BCL2	intrinsic apoptotic signaling pathway in response to endoplasmic reticulum stress		q21.33	GO:0070059
ENSG00000171791	BCL2	negative regulation of apoptotic signaling pathway		q21.33	GO:2001234
ENSG00000171791	BCL2	negative regulation of extrinsic apoptotic signaling pathway in absence of ligand		q21.33	GO:2001240
ENSG00000171791	BCL2	pore complex		q21.33	GO:0046930
ENSG00000171791	BCL2	transcription factor binding		q21.33	GO:0008134
ENSG00000171791	BCL2	protein phosphatase binding		q21.33	GO:0019903
ENSG00000171791	BCL2	protein phosphatase 2A binding		q21.33	GO:0051721
ENSG00000171791	BCL2	cell morphogenesis		q21.33	GO:0000902
ENSG00000171791	BCL2	ossification		q21.33	GO:0001503
ENSG00000171791	BCL2	ovarian follicle development		q21.33	GO:0001541
ENSG00000171791	BCL2	metanephros development		q21.33	GO:0001656
ENSG00000171791	BCL2	ureteric bud development		q21.33	GO:0001657
ENSG00000171791	BCL2	branching involved in ureteric bud morphogenesis		q21.33	GO:0001658
ENSG00000171791	BCL2	behavioral fear response		q21.33	GO:0001662
ENSG00000171791	BCL2	leukocyte homeostasis		q21.33	GO:0001776
ENSG00000171791	BCL2	B cell homeostasis		q21.33	GO:0001782
ENSG00000171791	BCL2	kidney development		q21.33	GO:0001822
ENSG00000171791	BCL2	regulation of cell-matrix adhesion		q21.33	GO:0001952
ENSG00000171791	BCL2	lymphocyte homeostasis		q21.33	GO:0002260
ENSG00000171791	BCL2	lymphoid progenitor cell differentiation		q21.33	GO:0002320
ENSG00000171791	BCL2	B cell lineage commitment		q21.33	GO:0002326
ENSG00000171791	BCL2	T cell lineage commitment		q21.33	GO:0002360
ENSG00000171791	BCL2	immune system development		q21.33	GO:0002520
ENSG00000171791	BCL2	response to ischemia		q21.33	GO:0002931
ENSG00000171791	BCL2	renal system process		q21.33	GO:0003014
ENSG00000171791	BCL2	protein dephosphorylation		q21.33	GO:0006470
ENSG00000171791	BCL2	melanin metabolic process		q21.33	GO:0006582
ENSG00000171791	BCL2	regulation of nitrogen utilization		q21.33	GO:0006808
ENSG00000171791	BCL2	cellular calcium ion homeostasis		q21.33	GO:0006874
ENSG00000171791	BCL2	response to oxidative stress		q21.33	GO:0006979
ENSG00000171791	BCL2	actin filament organization		q21.33	GO:0007015
ENSG00000171791	BCL2	axonogenesis		q21.33	GO:0007409
ENSG00000171791	BCL2	cell aging		q21.33	GO:0007569
ENSG00000171791	BCL2	cell population proliferation		q21.33	GO:0008283
ENSG00000171791	BCL2	negative regulation of cell population proliferation		q21.33	GO:0008285
ENSG00000171791	BCL2	male gonad development		q21.33	GO:0008584
ENSG00000171791	BCL2	intrinsic apoptotic signaling pathway in response to oxidative stress		q21.33	GO:0008631
ENSG00000171791	BCL2	apoptotic mitochondrial changes		q21.33	GO:0008637
ENSG00000171791	BCL2	post-embryonic development		q21.33	GO:0009791
ENSG00000171791	BCL2	animal organ morphogenesis		q21.33	GO:0009887
ENSG00000171791	BCL2	response to UV-B		q21.33	GO:0010224
ENSG00000171791	BCL2	response to gamma radiation		q21.33	GO:0010332
ENSG00000171791	BCL2	regulation of gene expression		q21.33	GO:0010468
ENSG00000171791	BCL2	regulation of autophagy		q21.33	GO:0010506
ENSG00000171791	BCL2	negative regulation of calcium ion transport into cytosol		q21.33	GO:0010523
ENSG00000171791	BCL2	regulation of glycoprotein biosynthetic process		q21.33	GO:0010559
ENSG00000171791	BCL2	mesenchymal cell development		q21.33	GO:0014031
ENSG00000171791	BCL2	positive regulation of neuron maturation		q21.33	GO:0014042
ENSG00000171791	BCL2	positive regulation of smooth muscle cell migration		q21.33	GO:0014911
ENSG00000171791	BCL2	peptidyl-serine phosphorylation		q21.33	GO:0018105
ENSG00000171791	BCL2	peptidyl-threonine phosphorylation		q21.33	GO:0018107
ENSG00000171791	BCL2	cochlear nucleus development		q21.33	GO:0021747
ENSG00000171791	BCL2	gland morphogenesis		q21.33	GO:0022612
ENSG00000171791	BCL2	hemopoiesis		q21.33	GO:0030097
ENSG00000171791	BCL2	B cell differentiation		q21.33	GO:0030183
ENSG00000171791	BCL2	T cell differentiation		q21.33	GO:0030217
ENSG00000171791	BCL2	negative regulation of ossification		q21.33	GO:0030279
ENSG00000171791	BCL2	negative regulation of cell growth		q21.33	GO:0030308
ENSG00000171791	BCL2	melanocyte differentiation		q21.33	GO:0030318
ENSG00000171791	BCL2	negative regulation of cell migration		q21.33	GO:0030336
ENSG00000171791	BCL2	hair follicle morphogenesis		q21.33	GO:0031069
ENSG00000171791	BCL2	axon regeneration		q21.33	GO:0031103
ENSG00000171791	BCL2	regulation of protein stability		q21.33	GO:0031647
ENSG00000171791	BCL2	glomerulus development		q21.33	GO:0032835
ENSG00000171791	BCL2	regulation of protein localization		q21.33	GO:0032880
ENSG00000171791	BCL2	negative regulation of myeloid cell apoptotic process		q21.33	GO:0033033
ENSG00000171791	BCL2	T cell differentiation in thymus		q21.33	GO:0033077
ENSG00000171791	BCL2	positive regulation of peptidyl-serine phosphorylation		q21.33	GO:0033138
ENSG00000171791	BCL2	negative regulation of osteoblast proliferation		q21.33	GO:0033689
ENSG00000171791	BCL2	organ growth		q21.33	GO:0035265
ENSG00000171791	BCL2	regulation of growth		q21.33	GO:0040008
ENSG00000171791	BCL2	positive regulation of multicellular organism growth		q21.33	GO:0040018
ENSG00000171791	BCL2	cellular response to glucose starvation		q21.33	GO:0042149
ENSG00000171791	BCL2	response to hydrogen peroxide		q21.33	GO:0042542
ENSG00000171791	BCL2	T cell homeostasis		q21.33	GO:0043029
ENSG00000171791	BCL2	regulation of programmed cell death		q21.33	GO:0043067
ENSG00000171791	BCL2	positive regulation of catalytic activity		q21.33	GO:0043085
ENSG00000171791	BCL2	CD8-positive, alpha-beta T cell lineage commitment		q21.33	GO:0043375
ENSG00000171791	BCL2	pigmentation		q21.33	GO:0043473
ENSG00000171791	BCL2	ear development		q21.33	GO:0043583
ENSG00000171791	BCL2	regulation of viral genome replication		q21.33	GO:0045069
ENSG00000171791	BCL2	positive regulation of melanocyte differentiation		q21.33	GO:0045636
ENSG00000171791	BCL2	negative regulation of mitotic cell cycle		q21.33	GO:0045930
ENSG00000171791	BCL2	negative regulation of retinal cell programmed cell death		q21.33	GO:0046671
ENSG00000171791	BCL2	focal adhesion assembly		q21.33	GO:0048041
ENSG00000171791	BCL2	developmental pigmentation		q21.33	GO:0048066
ENSG00000171791	BCL2	regulation of developmental pigmentation		q21.33	GO:0048070
ENSG00000171791	BCL2	positive regulation of developmental pigmentation		q21.33	GO:0048087
ENSG00000171791	BCL2	spleen development		q21.33	GO:0048536
ENSG00000171791	BCL2	thymus development		q21.33	GO:0048538
ENSG00000171791	BCL2	response to steroid hormone		q21.33	GO:0048545
ENSG00000171791	BCL2	digestive tract morphogenesis		q21.33	GO:0048546
ENSG00000171791	BCL2	developmental growth		q21.33	GO:0048589
ENSG00000171791	BCL2	oocyte development		q21.33	GO:0048599
ENSG00000171791	BCL2	positive regulation of skeletal muscle fiber development		q21.33	GO:0048743
ENSG00000171791	BCL2	pigment granule organization		q21.33	GO:0048753
ENSG00000171791	BCL2	homeostasis of number of cells within a tissue		q21.33	GO:0048873
ENSG00000171791	BCL2	regulation of catalytic activity		q21.33	GO:0050790
ENSG00000171791	BCL2	response to glucocorticoid		q21.33	GO:0051384
ENSG00000171791	BCL2	regulation of cell cycle		q21.33	GO:0051726
ENSG00000171791	BCL2	cellular response to organic substance		q21.33	GO:0071310
ENSG00000171791	BCL2	cellular response to hypoxia		q21.33	GO:0071456
ENSG00000171791	BCL2	reactive oxygen species metabolic process		q21.33	GO:0072593
ENSG00000171791	BCL2	cell-cell adhesion		q21.33	GO:0098609
ENSG00000171791	BCL2	negative regulation of G1/S transition of mitotic cell cycle		q21.33	GO:2000134
ENSG00000171791	BCL2	negative regulation of reactive oxygen species metabolic process		q21.33	GO:2000378
ENSG00000171791	BCL2	cytosol		q21.33	GO:0005829
ENSG00000171791	BCL2	mitochondrial membrane		q21.33	GO:0031966
ENSG00000171791	BCL2	myelin sheath		q21.33	GO:0043209
ENSG00000267766				q21.33	
ENSG00000283125				q21.33	
ENSG00000119537	KDSR	oxidoreductase activity		q21.33	GO:0016491
ENSG00000119537	KDSR	membrane		q21.33	GO:0016020
ENSG00000119537	KDSR	integral component of membrane		q21.33	GO:0016021
ENSG00000119537	KDSR	endoplasmic reticulum		q21.33	GO:0005783
ENSG00000119537	KDSR	endoplasmic reticulum membrane		q21.33	GO:0005789
ENSG00000119537	KDSR	oxidation-reduction process		q21.33	GO:0055114
ENSG00000119537	KDSR	lipid metabolic process		q21.33	GO:0006629
ENSG00000119537	KDSR	sphingolipid metabolic process		q21.33	GO:0006665
ENSG00000119537	KDSR	protein binding		q21.33	GO:0005515
ENSG00000119537	KDSR	sphingolipid biosynthetic process		q21.33	GO:0030148
ENSG00000119537	KDSR	extracellular space		q21.33	GO:0005615
ENSG00000119537	KDSR	3-dehydrosphinganine reductase activity		q21.33	GO:0047560
ENSG00000119537	KDSR	3-keto-sphinganine metabolic process		q21.33	GO:0006666
ENSG00000119537	KDSR			q21.33	
ENSG00000267390				q21.33	
ENSG00000119541	VPS4B	ATP binding		q21.33	GO:0005524
ENSG00000119541	VPS4B	nucleus		q21.33	GO:0005634
ENSG00000119541	VPS4B	cytoplasm		q21.33	GO:0005737
ENSG00000119541	VPS4B	membrane		q21.33	GO:0016020
ENSG00000119541	VPS4B	protein transport		q21.33	GO:0015031
ENSG00000119541	VPS4B	nucleotide binding		q21.33	GO:0000166
ENSG00000119541	VPS4B	cell cycle		q21.33	GO:0007049
ENSG00000119541	VPS4B	hydrolase activity		q21.33	GO:0016787
ENSG00000119541	VPS4B	endosome		q21.33	GO:0005768
ENSG00000119541	VPS4B	cell division		q21.33	GO:0051301
ENSG00000119541	VPS4B	protein homodimerization activity		q21.33	GO:0042803
ENSG00000119541	VPS4B	endosome membrane		q21.33	GO:0010008
ENSG00000119541	VPS4B	protein binding		q21.33	GO:0005515
ENSG00000119541	VPS4B	ATPase activity		q21.33	GO:0016887
ENSG00000119541	VPS4B	potassium ion transport		q21.33	GO:0006813
ENSG00000119541	VPS4B	endosome organization		q21.33	GO:0007032
ENSG00000119541	VPS4B	cholesterol transport		q21.33	GO:0030301
ENSG00000119541	VPS4B	multivesicular body assembly		q21.33	GO:0036258
ENSG00000119541	VPS4B	positive regulation of viral process		q21.33	GO:0048524
ENSG00000119541	VPS4B	late endosomal microautophagy		q21.33	GO:0061738
ENSG00000119541	VPS4B	cytosol		q21.33	GO:0005829
ENSG00000119541	VPS4B	identical protein binding		q21.33	GO:0042802
ENSG00000119541	VPS4B	late endosome membrane		q21.33	GO:0031902
ENSG00000119541	VPS4B	spindle pole		q21.33	GO:0000922
ENSG00000119541	VPS4B	centrosome		q21.33	GO:0005813
ENSG00000119541	VPS4B	extracellular exosome		q21.33	GO:0070062
ENSG00000119541	VPS4B	endosomal transport		q21.33	GO:0016197
ENSG00000119541	VPS4B	macroautophagy		q21.33	GO:0016236
ENSG00000119541	VPS4B	viral life cycle		q21.33	GO:0019058
ENSG00000119541	VPS4B	cytoplasmic microtubule organization		q21.33	GO:0031122
ENSG00000119541	VPS4B	microtubule-severing ATPase activity		q21.33	GO:0008568
ENSG00000119541	VPS4B	microtubule severing		q21.33	GO:0051013
ENSG00000119541	VPS4B	protein C-terminus binding		q21.33	GO:0008022
ENSG00000119541	VPS4B	Flemming body		q21.33	GO:0090543
ENSG00000119541	VPS4B	positive regulation of G2/M transition of mitotic cell cycle		q21.33	GO:0010971
ENSG00000119541	VPS4B	positive regulation of exosomal secretion		q21.33	GO:1903543
ENSG00000119541	VPS4B	protein-containing complex binding		q21.33	GO:0044877
ENSG00000119541	VPS4B	mitotic metaphase plate congression		q21.33	GO:0007080
ENSG00000119541	VPS4B	regulation of centrosome duplication		q21.33	GO:0010824
ENSG00000119541	VPS4B	nucleus organization		q21.33	GO:0006997
ENSG00000119541	VPS4B	viral budding via host ESCRT complex		q21.33	GO:0039702
ENSG00000119541	VPS4B	regulation of viral process		q21.33	GO:0050792
ENSG00000119541	VPS4B	negative regulation of cell death		q21.33	GO:0060548
ENSG00000119541	VPS4B	midbody abscission		q21.33	GO:0061952
ENSG00000119541	VPS4B	regulation of mitotic spindle assembly		q21.33	GO:1901673
ENSG00000119541	VPS4B	positive regulation of viral release from host cell		q21.33	GO:1902188
ENSG00000119541	VPS4B	ESCRT III complex disassembly		q21.33	GO:1904903
ENSG00000119541	VPS4B	viral release from host cell		q21.33	GO:0019076
ENSG00000119541	VPS4B	endosome to lysosome transport via multivesicular body sorting pathway		q21.33	GO:0032510
ENSG00000119541	VPS4B	response to lipid		q21.33	GO:0033993
ENSG00000119541	VPS4B	ubiquitin-dependent protein catabolic process via the multivesicular body sorting pathway		q21.33	GO:0043162
ENSG00000119541	VPS4B	protein depolymerization		q21.33	GO:0051261
ENSG00000119541	VPS4B	ubiquitin-independent protein catabolic process via the multivesicular body sorting pathway		q21.33	GO:0090611
ENSG00000119541	VPS4B	negative regulation of exosomal secretion		q21.33	GO:1903542
ENSG00000119541	VPS4B	positive regulation of centriole elongation		q21.33	GO:1903724
ENSG00000119541	VPS4B	positive regulation of viral life cycle		q21.33	GO:1903902
ENSG00000119541	VPS4B			q21.33	
ENSG00000267430				q21.33	
ENSG00000206075	SERPINB5	extracellular space		q21.33	GO:0005615
ENSG00000206075	SERPINB5	serine-type endopeptidase inhibitor activity		q21.33	GO:0004867
ENSG00000206075	SERPINB5	cytoplasm		q21.33	GO:0005737
ENSG00000206075	SERPINB5	extracellular region		q21.33	GO:0005576
ENSG00000206075	SERPINB5	protein binding		q21.33	GO:0005515
ENSG00000206075	SERPINB5	negative regulation of endopeptidase activity		q21.33	GO:0010951
ENSG00000206075	SERPINB5	morphogenesis of an epithelium		q21.33	GO:0002009
ENSG00000206075	SERPINB5	extracellular matrix organization		q21.33	GO:0030198
ENSG00000206075	SERPINB5	regulation of epithelial cell proliferation		q21.33	GO:0050678
ENSG00000206075	SERPINB5	prostate gland morphogenesis		q21.33	GO:0060512
ENSG00000206075	SERPINB5			q21.33	
ENSG00000269989				q21.33	
ENSG00000214318	ATP5MC1P6			q21.33	
ENSG00000166634	SERPINB12	extracellular space		q21.33	GO:0005615
ENSG00000166634	SERPINB12	cytoplasm		q21.33	GO:0005737
ENSG00000166634	SERPINB12	plasma membrane		q21.33	GO:0005886
ENSG00000166634	SERPINB12	serine-type endopeptidase inhibitor activity		q21.33	GO:0004867
ENSG00000166634	SERPINB12	peptidase inhibitor activity		q21.33	GO:0030414
ENSG00000166634	SERPINB12	negative regulation of peptidase activity		q21.33	GO:0010466
ENSG00000166634	SERPINB12	collagen-containing extracellular matrix		q21.33	GO:0062023
ENSG00000166634	SERPINB12	negative regulation of endopeptidase activity		q21.33	GO:0010951
ENSG00000166634	SERPINB12	enzyme binding		q21.33	GO:0019899
ENSG00000166634	SERPINB12	neutrophil degranulation		q21.33	GO:0043312
ENSG00000166634	SERPINB12	negative regulation of protein catabolic process		q21.33	GO:0042177
ENSG00000166634	SERPINB12	ficolin-1-rich granule membrane		q21.33	GO:0101003
ENSG00000166634	SERPINB12	hematopoietic progenitor cell differentiation		q21.33	GO:0002244
ENSG00000197641	SERPINB13	extracellular space		q21.33	GO:0005615
ENSG00000197641	SERPINB13	nuclear speck		q21.33	GO:0016607
ENSG00000197641	SERPINB13	cytosol		q21.33	GO:0005829
ENSG00000197641	SERPINB13	cytoplasm		q21.33	GO:0005737
ENSG00000197641	SERPINB13	protein binding		q21.33	GO:0005515
ENSG00000197641	SERPINB13	nucleoplasm		q21.33	GO:0005654
ENSG00000197641	SERPINB13	serine-type endopeptidase inhibitor activity		q21.33	GO:0004867
ENSG00000197641	SERPINB13	peptidase inhibitor activity		q21.33	GO:0030414
ENSG00000197641	SERPINB13	negative regulation of peptidase activity		q21.33	GO:0010466
ENSG00000197641	SERPINB13	cysteine-type endopeptidase inhibitor activity		q21.33	GO:0004869
ENSG00000197641	SERPINB13	extracellular exosome		q21.33	GO:0070062
ENSG00000197641	SERPINB13	regulation of proteolysis		q21.33	GO:0030162
ENSG00000197641	SERPINB13	negative regulation of endopeptidase activity		q21.33	GO:0010951
ENSG00000197641	SERPINB13	protease binding		q21.33	GO:0002020
ENSG00000197641	SERPINB13	lysosomal lumen		q21.33	GO:0043202
ENSG00000197641	SERPINB13	regulation of keratinocyte differentiation		q21.33	GO:0045616
ENSG00000197641	SERPINB13	response to UV		q21.33	GO:0009411
ENSG00000197641	SERPINB13	negative regulation of keratinocyte apoptotic process		q21.33	GO:1902173
ENSG00000197641	SERPINB13			q21.33	
ENSG00000197641	SERPINB13	membrane		q21.33	GO:0016020
ENSG00000197641	SERPINB13	integral component of membrane		q21.33	GO:0016021
ENSG00000206073	SERPINB4	extracellular space		q21.33	GO:0005615
ENSG00000206073	SERPINB4	cytoplasm		q21.33	GO:0005737
ENSG00000206073	SERPINB4	serine-type endopeptidase inhibitor activity		q21.33	GO:0004867
ENSG00000206073	SERPINB4	peptidase inhibitor activity		q21.33	GO:0030414
ENSG00000206073	SERPINB4	negative regulation of peptidase activity		q21.33	GO:0010466
ENSG00000206073	SERPINB4	regulation of proteolysis		q21.33	GO:0030162
ENSG00000206073	SERPINB4	negative regulation of endopeptidase activity		q21.33	GO:0010951
ENSG00000206073	SERPINB4	enzyme binding		q21.33	GO:0019899
ENSG00000206073	SERPINB4	protease binding		q21.33	GO:0002020
ENSG00000206073	SERPINB4	protection from natural killer cell mediated cytotoxicity		q21.33	GO:0042270
ENSG00000206073	SERPINB4			q21.33	
ENSG00000206072	SERPINB11	extracellular space		q21.33	GO:0005615
ENSG00000206072	SERPINB11	cytoplasm		q21.33	GO:0005737
ENSG00000206072	SERPINB11	serine-type endopeptidase inhibitor activity		q21.33	GO:0004867
ENSG00000206072	SERPINB11	peptidase inhibitor activity		q21.33	GO:0030414
ENSG00000206072	SERPINB11	negative regulation of peptidase activity		q21.33	GO:0010466
ENSG00000206072	SERPINB11	negative regulation of endopeptidase activity		q21.33	GO:0010951
ENSG00000206072	SERPINB11			q21.33	
ENSG00000057149	SERPINB3	extracellular space		q21.33	GO:0005615
ENSG00000057149	SERPINB3	nucleus		q21.33	GO:0005634
ENSG00000057149	SERPINB3	cytoplasm		q21.33	GO:0005737
ENSG00000057149	SERPINB3	cytoplasmic vesicle		q21.33	GO:0031410
ENSG00000057149	SERPINB3	viral entry into host cell		q21.33	GO:0046718
ENSG00000057149	SERPINB3	extracellular region		q21.33	GO:0005576
ENSG00000057149	SERPINB3	serine-type endopeptidase inhibitor activity		q21.33	GO:0004867
ENSG00000057149	SERPINB3	peptidase inhibitor activity		q21.33	GO:0030414
ENSG00000057149	SERPINB3	negative regulation of peptidase activity		q21.33	GO:0010466
ENSG00000057149	SERPINB3	cysteine-type endopeptidase inhibitor activity		q21.33	GO:0004869
ENSG00000057149	SERPINB3	extracellular exosome		q21.33	GO:0070062
ENSG00000057149	SERPINB3	positive regulation of cell migration		q21.33	GO:0030335
ENSG00000057149	SERPINB3	negative regulation of endopeptidase activity		q21.33	GO:0010951
ENSG00000057149	SERPINB3	neutrophil degranulation		q21.33	GO:0043312
ENSG00000057149	SERPINB3	positive regulation of cell population proliferation		q21.33	GO:0008284
ENSG00000057149	SERPINB3	protease binding		q21.33	GO:0002020
ENSG00000057149	SERPINB3	vesicle		q21.33	GO:0031982
ENSG00000057149	SERPINB3	positive regulation of epithelial to mesenchymal transition		q21.33	GO:0010718
ENSG00000057149	SERPINB3	azurophil granule lumen		q21.33	GO:0035578
ENSG00000057149	SERPINB3	negative regulation of catalytic activity		q21.33	GO:0043086
ENSG00000057149	SERPINB3	virus receptor activity		q21.33	GO:0001618
ENSG00000057149	SERPINB3	negative regulation of proteolysis		q21.33	GO:0045861
ENSG00000057149	SERPINB3	paracrine signaling		q21.33	GO:0038001
ENSG00000057149	SERPINB3	negative regulation of JUN kinase activity		q21.33	GO:0043508
ENSG00000057149	SERPINB3	positive regulation of endopeptidase activity		q21.33	GO:0010950
ENSG00000057149	SERPINB3	autocrine signaling		q21.33	GO:0035425
ENSG00000166396	SERPINB7	extracellular space		q21.33	GO:0005615
ENSG00000166396	SERPINB7	cytoplasm		q21.33	GO:0005737
ENSG00000166396	SERPINB7	serine-type endopeptidase inhibitor activity		q21.33	GO:0004867
ENSG00000166396	SERPINB7	peptidase inhibitor activity		q21.33	GO:0030414
ENSG00000166396	SERPINB7	negative regulation of peptidase activity		q21.33	GO:0010466
ENSG00000166396	SERPINB7	negative regulation of endopeptidase activity		q21.33	GO:0010951
ENSG00000166396	SERPINB7	positive regulation of transforming growth factor beta1 production		q21.33	GO:0032914
ENSG00000166396	SERPINB7	positive regulation of collagen biosynthetic process		q21.33	GO:0032967
ENSG00000166396	SERPINB7	positive regulation of glomerular mesangial cell proliferation		q21.33	GO:0072126
ENSG00000166396	SERPINB7	positive regulation of platelet-derived growth factor production		q21.33	GO:0090362
ENSG00000197632	SERPINB2	extracellular space		q21.33	GO:0005615
ENSG00000197632	SERPINB2	serine-type endopeptidase inhibitor activity		q21.33	GO:0004867
ENSG00000197632	SERPINB2	negative regulation of apoptotic process		q21.33	GO:0043066
ENSG00000197632	SERPINB2	negative regulation of endopeptidase activity		q21.33	GO:0010951
ENSG00000197632	SERPINB2	cytoplasm		q21.33	GO:0005737
ENSG00000197632	SERPINB2	extracellular region		q21.33	GO:0005576
ENSG00000197632	SERPINB2	plasma membrane		q21.33	GO:0005886
ENSG00000197632	SERPINB2	peptidase inhibitor activity		q21.33	GO:0030414
ENSG00000197632	SERPINB2	negative regulation of peptidase activity		q21.33	GO:0010466
ENSG00000197632	SERPINB2	interleukin-12-mediated signaling pathway		q21.33	GO:0035722
ENSG00000197632	SERPINB2	fibrinolysis		q21.33	GO:0042730
ENSG00000197632	SERPINB2			q21.33	
ENSG00000197632	SERPINB2	wound healing		q21.33	GO:0042060
ENSG00000242550	SERPINB10	extracellular space		q21.33	GO:0005615
ENSG00000242550	SERPINB10	serine-type endopeptidase inhibitor activity		q21.33	GO:0004867
ENSG00000242550	SERPINB10	negative regulation of apoptotic process		q21.33	GO:0043066
ENSG00000242550	SERPINB10	negative regulation of endopeptidase activity		q21.33	GO:0010951
ENSG00000242550	SERPINB10	nucleus		q21.33	GO:0005634
ENSG00000242550	SERPINB10	cytoplasm		q21.33	GO:0005737
ENSG00000242550	SERPINB10	nucleoplasm		q21.33	GO:0005654
ENSG00000242550	SERPINB10	cytosol		q21.33	GO:0005829
ENSG00000242550	SERPINB10	plasma membrane		q21.33	GO:0005886
ENSG00000242550	SERPINB10	peptidase inhibitor activity		q21.33	GO:0030414
ENSG00000242550	SERPINB10	negative regulation of peptidase activity		q21.33	GO:0010466
ENSG00000242550	SERPINB10	neutrophil degranulation		q21.33	GO:0043312
ENSG00000242550	SERPINB10	secretory granule membrane		q21.33	GO:0030667
ENSG00000242550	SERPINB10	ficolin-1-rich granule membrane		q21.33	GO:0101003
ENSG00000221887	HMSD	extracellular space		q22.1	GO:0005615
ENSG00000221887	HMSD	extracellular region		q22.1	GO:0005576
ENSG00000221887	HMSD	negative regulation of endopeptidase activity		q22.1	GO:0010951
ENSG00000221887	HMSD	serine-type endopeptidase inhibitor activity		q22.1	GO:0004867
ENSG00000221887	HMSD	peptidase inhibitor activity		q22.1	GO:0030414
ENSG00000221887	HMSD	negative regulation of peptidase activity		q22.1	GO:0010466
ENSG00000221887	HMSD	activation of immune response		q22.1	GO:0002253
ENSG00000221887	HMSD			q22.1	
ENSG00000221887	HMSD	cytolysis		q22.1	GO:0019835
ENSG00000221887	HMSD	molecular_function		q22.1	GO:0003674
ENSG00000221887	HMSD	cellular_component		q22.1	GO:0005575
ENSG00000221887	HMSD	positive regulation of interferon-gamma production		q22.1	GO:0032729
ENSG00000283667				q22.1	
ENSG00000166401	SERPINB8	extracellular space		q22.1	GO:0005615
ENSG00000166401	SERPINB8	cytoplasm		q22.1	GO:0005737
ENSG00000166401	SERPINB8	cytosol		q22.1	GO:0005829
ENSG00000166401	SERPINB8	protein binding		q22.1	GO:0005515
ENSG00000166401	SERPINB8	serine-type endopeptidase inhibitor activity		q22.1	GO:0004867
ENSG00000166401	SERPINB8	peptidase inhibitor activity		q22.1	GO:0030414
ENSG00000166401	SERPINB8	negative regulation of peptidase activity		q22.1	GO:0010466
ENSG00000166401	SERPINB8	extracellular exosome		q22.1	GO:0070062
ENSG00000166401	SERPINB8	collagen-containing extracellular matrix		q22.1	GO:0062023
ENSG00000166401	SERPINB8	negative regulation of endopeptidase activity		q22.1	GO:0010951
ENSG00000166401	SERPINB8	epithelial cell-cell adhesion		q22.1	GO:0090136
ENSG00000166401	SERPINB8			q22.1	
ENSG00000267134	LINC01924			q22.1	
ENSG00000237314	RPL12P39			q22.1	
ENSG00000179676	LINC00305			q22.1	
ENSG00000266952	LINC01538			q22.1	
ENSG00000275448				q22.1	
ENSG00000286800				q22.1	
ENSG00000263863				q22.1	
ENSG00000264131				q22.1	
ENSG00000264232	LINC01916			q22.1	
ENSG00000265217				q22.1	
ENSG00000081138	CDH7	plasma membrane		q22.1	GO:0005886
ENSG00000081138	CDH7	membrane		q22.1	GO:0016020
ENSG00000081138	CDH7	calcium ion binding		q22.1	GO:0005509
ENSG00000081138	CDH7	homophilic cell adhesion via plasma membrane adhesion molecules		q22.1	GO:0007156
ENSG00000081138	CDH7	cell adhesion		q22.1	GO:0007155
ENSG00000081138	CDH7	cell-cell adhesion		q22.1	GO:0098609
ENSG00000081138	CDH7	integral component of membrane		q22.1	GO:0016021
ENSG00000081138	CDH7	metal ion binding		q22.1	GO:0046872
ENSG00000081138	CDH7	adherens junction		q22.1	GO:0005912
ENSG00000081138	CDH7	catenin complex		q22.1	GO:0016342
ENSG00000081138	CDH7	cadherin binding		q22.1	GO:0045296
ENSG00000081138	CDH7	cell-cell junction assembly		q22.1	GO:0007043
ENSG00000081138	CDH7	multicellular organism development		q22.1	GO:0007275
ENSG00000081138	CDH7	adherens junction organization		q22.1	GO:0034332
ENSG00000081138	CDH7	cell morphogenesis		q22.1	GO:0000902
ENSG00000081138	CDH7	cell-cell adhesion via plasma-membrane adhesion molecules		q22.1	GO:0098742
ENSG00000081138	CDH7	calcium-dependent cell-cell adhesion via plasma membrane cell adhesion molecules		q22.1	GO:0016339
ENSG00000081138	CDH7			q22.1	
ENSG00000263720				q22.1	
ENSG00000263622				q22.1	
ENSG00000264685	PRPF19P1			q22.1	
ENSG00000071991	CDH19	plasma membrane		q22.1	GO:0005886
ENSG00000071991	CDH19	membrane		q22.1	GO:0016020
ENSG00000071991	CDH19	calcium ion binding		q22.1	GO:0005509
ENSG00000071991	CDH19	homophilic cell adhesion via plasma membrane adhesion molecules		q22.1	GO:0007156
ENSG00000071991	CDH19	cell adhesion		q22.1	GO:0007155
ENSG00000071991	CDH19	cell-cell adhesion		q22.1	GO:0098609
ENSG00000071991	CDH19	integral component of membrane		q22.1	GO:0016021
ENSG00000071991	CDH19	metal ion binding		q22.1	GO:0046872
ENSG00000071991	CDH19	adherens junction		q22.1	GO:0005912
ENSG00000071991	CDH19	catenin complex		q22.1	GO:0016342
ENSG00000071991	CDH19	cadherin binding		q22.1	GO:0045296
ENSG00000071991	CDH19	cell-cell junction assembly		q22.1	GO:0007043
ENSG00000071991	CDH19	multicellular organism development		q22.1	GO:0007275
ENSG00000071991	CDH19	cell morphogenesis		q22.1	GO:0000902
